recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3638232,"Brief von Werner Heisenberg an Oscar Jedzini an Weltföderalisten Deutschlands e.V., 25.05.1962",1962-05-25,"Heisenberg, Werner (1901-1976)","Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)",,Brief
DE-611-HS-3638236,"Brief von Oscar Jedzini von Weltföderalisten Deutschlands e.V. an Werner Heisenberg, 24.05.1962",1962-05-24,"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638246,"Der Weltföderalist : Organ der ""Weltföderalisten e. V."" ; Zeitschrift für die Einigung der Welt und der Sicherung des Weltfriedens durch ein Weltrecht (Drucktitel)",1662,,,,unknown
DE-611-BF-79994,"509. IV. Institutionen, 1. Korrespondenz: Wendel, Karl",1957,,,,unknown
DE-611-HS-3638409,"Brief von Karl Wendel an Werner Heisenberg, 02.06.1972",1972-06-02,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638493,"Brief von Karl Wendel an Werner Heisenberg, 18.05.1972",1972-05-18,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638496,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Karl Wendel, 10.08.1972",1972-08-10,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wendel, Karl","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3638497,"Brief von Karl Wendel an Werner Heisenberg, 06.08.1972",1972-08-06,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638499,"Brief von Werner Heisenberg an Karl Wendel, 12.06.1972",1972-06-12,"Heisenberg, Werner (1901-1976)","Wendel, Karl",,Brief
DE-611-HS-3638504,"Brief von Karl Wendel an Werner Heisenberg, 01.03.1972",1972-03-01,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Doucet, Friedrich W.",Brief
DE-611-HS-3638505,"Brief von Karl Wendel an Werner Heisenberg, 16.02.1972",1972-02-16,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638508,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Karl Wendel, 11.02.1972",1972-02-11,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wendel, Karl","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3638511,"Brief von Karl Wendel an Werner Heisenberg, 07.02.1972",1972-02-07,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638518,"Brief von Karl Wendel an Werner Heisenberg, 03.02.1970",1970-02-03,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638527,"Brief von Karl Wendel an Werner Heisenberg, 13.01.1970",1970-01-13,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Pauli, Wolfgang (1900-1958); Eicke, Franz",Brief
DE-611-HS-3638537,"Brief von Karl Wendel an Werner Heisenberg, 04.10.1969",1969-10-04,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Pauli, Wolfgang (1900-1958); Rosenberg, Alfred (1893-1946); Eicke, Franz",Brief
DE-611-HS-3638555,"Brief von Karl Wendel an Werner Heisenberg, 02.12.1938",1938-12-02,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638563,"Brief von Karl Wendel an Werner Heisenberg, 1947",1947,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638567,"Brief von Karl Wendel an Werner Heisenberg, 08.07.1969",1969-07-08,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638580,"Brief von Werner Heisenberg an Karl Wendel, 27.06.1969",1969-06-27,"Heisenberg, Werner (1901-1976)","Wendel, Karl","Eicke, Franz",Brief
DE-611-HS-3638639,"Brief von Karl Wendel an Werner Heisenberg, 25.06.1969",1969-06-25,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Riemeck, Renate (1920-2003); Eicke, Franz",Brief
DE-611-HS-3638645,"Brief von Karl Wendel an Werner Heisenberg, 03.02.1961",1961-02-03,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Schrödinger, Erwin (1887-1961); Eicke, Franz",Brief
DE-611-HS-3638648,"Brief von Werner Heisenberg an Karl Wendel, 07.06.1957",1957-06-07,"Heisenberg, Werner (1901-1976)","Wendel, Karl","Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3638679,"Brief von Karl Wendel an Werner Heisenberg, 05.06.1957",1957-06-05,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638688,"Brief von Karl Wendel an Werner Heisenberg, 13.05.1957",1957-05-13,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Eicke, Franz",Brief
DE-611-HS-3638690,"Brief von Werner Heisenberg an Karl Wendel, 09.05.1957",1957-05-09,"Heisenberg, Werner (1901-1976)","Wendel, Karl",,Brief
DE-611-HS-3638694,"Brief von Karl Wendel an Werner Heisenberg, 07.05.1957",1957-05-07,"Wendel, Karl","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638702,"Brief von Karl Wendel an Werner Heisenberg, 06.05.1957",1957-05-06,"Wendel, Karl","Heisenberg, Werner (1901-1976)","Rosenberg, Alfred (1893-1946); Eicke, Franz",Brief
DE-611-BF-79995,"510. IV. Institutionen, 1. Korrespondenz: Wenzel, Anneliese",unknown,,,,unknown
DE-611-HS-3638767,"Brief von Anneliese Wenzel an Werner Heisenberg, 23.06.1971",1971-06-23,"Wenzel, Anneliese","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638839,"Brief von Werner Heisenberg an Anneliese Wenzel, 14.06.1971",1971-06-14,"Heisenberg, Werner (1901-1976)","Wenzel, Anneliese",,Brief
DE-611-HS-3638843,"Brief von Anneliese Wenzel an Werner Heisenberg, 02.06.1971",1971-06-02,"Wenzel, Anneliese","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638851,"Brief von Anneliese Wenzel an Werner Heisenberg, 31.10.1968",1968-10-31,"Wenzel, Anneliese","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638864,"Brief von Werner Heisenberg an Anneliese Wenzel, 17.10.1968",1968-10-17,"Heisenberg, Werner (1901-1976)","Wenzel, Anneliese","Pauling, Linus (1901-1994); Preuß, Heinzwerner",Brief
DE-611-HS-3638875,"Brief von Anneliese Wenzel an Werner Heisenberg, 10.09.1968",1968-09-10,"Wenzel, Anneliese","Heisenberg, Werner (1901-1976)",,Brief
DE-611-BF-79996,"511. IV. Institutionen, 1. Korrespondenz: Westphalen, Karl Graf von",1962,,,,unknown
DE-611-HS-3640669,"Brief von Karl Graf von Westphalen an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 26.02.1964-16.06.1964",1964-02-26,"Westphalen, Karl Graf von (1898-1975)","Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik und Astrophysik (1958-1991) [vermutlich]","Kohut, Oswald A. (1901-1977); Haffner, Sebastian (1907-1999)",Brief
DE-611-HS-3640679,"Brief von Karl Graf von Westphalen an Werner Heisenberg, 20.03.1962",1962-03-20,"Westphalen, Karl Graf von (1898-1975)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-BF-80049,"512. IV. Institutionen, 1. Korrespondenz: Wildermuth, Karl",1952,,,,unknown
DE-611-HS-3640701,"Brief von Karl Wildermuth an Werner Heisenberg, 23.08.1956",1956-08-23,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)","Giese, Annemarie",Brief
DE-611-HS-3640739,"Brief von Werner Heisenberg an Kurt Zierold an Deutsche Forschungsgemeinschaft, 23.08.1956",1956-08-23,"Heisenberg, Werner (1901-1976)","Zierold, Kurt (1899-1989) [vermutlich]; Deutsche Forschungsgemeinschaft (1951-)","Wildermuth, Karl (1921-2005)",Brief
DE-611-HS-3640759,Zweiteilchenmodell für leichte und mittelschwere Kerne (Incipit der Unterlage),1955,"Winterberg, Friedwardt (1929-)",,,unknown
DE-611-HS-3640768,"Brief von Karl Wildermuth an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 28.04.1972",1972-04-28,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)","Kanellopoulos, Th. V.; Pfeiffer, Heinrich (1927-2016)",Brief
DE-611-HS-3640782,"Brief von Karl Wildermuth an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 02.07.1971",1971-07-02,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)","Cüer, Pierre (1921-)",Brief
DE-611-HS-3640789,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3640795,"Brief von Werner Heisenberg an Karl Wildermuth an Eberhard Karls Universität Tübingen. Institut für Theoretische Physik, 22.12.1966",1966-12-22,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005); Eberhard Karls Universität Tübingen. Institut für Theoretische Physik",,Brief
DE-611-HS-3640799,Aktenverweis (Einheitstitel von Bearbeiter/in),1963-04-25,"Heisenberg, Werner (1901-1976)",,,unknown
DE-611-HS-3640803,"Brief von Werner Heisenberg an Karl Wildermuth, 21.11.1962",1962-11-21,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005)","Brenig, Wilhelm (1930-2022)",Brief
DE-611-HS-3640834,"Brief von Karl Wildermuth an Werner Heisenberg, 12.11.1962",1962-11-12,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3640994,"Brief von Karl Wildermuth von Oak Ridge National Laboratory an Werner Heisenberg, 29.08.1962",1962-08-29,"Wildermuth, Karl (1921-2005); Oak Ridge National Laboratory","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641004,"Brief von Karl Wildermuth an Werner Heisenberg, 31.03.1962",1962-03-31,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641009,Aktenverweis (Einheitstitel von Bearbeiter/in),1959-04-06,"Hutzler, ...",,,unknown
DE-611-HS-3641014,"Brief von Gisela Maus von Max-Planck-Institut für Physik. Direktion. Sekretariat an Karl Wildermuth an CERN. Theoretical Study Division, 12.03.1957",1957-03-12,"Maus, Gisela; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wildermuth, Karl (1921-2005); CERN. Theoretical Study Division (1952-1957)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3641022,"Brief von Karl Wildermuth von CERN. Theoretical Study Division an Werner Heisenberg, 07.03.1957",1957-03-07,"Wildermuth, Karl (1921-2005); CERN. Theoretical Study Division (1952-1957)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641033,Die Nukleonenverteiltung in schweren Kernen (Incipit der Unterlage),1962,"Wildermuth, Karl (1921-2005); Kenschitzki, Carl-Heinrich von; Institut für Theoretische Physik (München)",,,unknown
DE-611-HS-3641047,Kernhydrodynamik und Deutung der Energiebreite der Kern-y-Resonanzen (Incipit der Unterlage),1957,"Wildermuth, Karl (1921-2005); Wittern, Hans W. (1928-2018); Institut für Theoretische Physik (München)",,,unknown
DE-611-HS-3641054,Arbeitsthemen in Kernphysik (Incipit der Unterlage),1955,,,,unknown
DE-611-HS-3641059,"Brief von Karl Wildermuth an Werner Heisenberg, 14.04.1955",1955-04-14,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641065,"Brief von Werner Heisenberg an Karl Wildermuth, 22.12.1954",1954-12-22,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005)","Mittelstaedt, Peter (1929-2014); Freese, Ernst (1925-1990)",Brief
DE-611-HS-3641070,"Brief von Karl Wildermuth von Institut für Theoretische Physik (München) an Werner Heisenberg an Max-Planck-Institut für Physik, 07.10.1954",1954-10-07,"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)","Flügge, Siegfried (1912-1997)",Brief
DE-611-HS-3641076,"Brief von Karl Wildermuth von Institut für Theoretische Physik (München) an Werner Heisenberg an Max-Planck-Institut für Physik, 21.07.1954",1954-07-21,"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)",,Brief
DE-611-HS-3641172,"Brief von Werner Heisenberg an Karl Wildermuth, 30.04.1954",1954-04-30,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005)","Macke, Wilhelm (1920-1994)",Brief
DE-611-HS-3641179,"Brief von Karl Wildermuth an Werner Heisenberg, 17.04.1954",1954-04-17,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641181,"Brief von Karl Wildermuth von Institut für Theoretische Physik (München) an Werner Heisenberg an Max-Planck-Institut für Physik, 17.07.1953",1953-07-17,"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)","Giese, Annemarie",Brief
DE-611-HS-3641186,"Brief von Werner Heisenberg an Karl Wildermuth an Institut für Theoretische Physik (München), 14.07.1953",1953-07-14,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Urban, Paul (1905-1995)",Brief
DE-611-HS-3641190,"Brief von Karl Wildermuth von Institut für Theoretische Physik (München) an Werner Heisenberg an Max-Planck-Institut für Physik, 06.07.1953",1953-07-06,"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)","Giese, Annemarie; Urban, Paul (1905-1995); Mitter, Heinrich (1929-)",Brief
DE-611-HS-3641331,"Brief von Werner Heisenberg an Karl Th. Andersen an Philosophisch-Theologische Hochschule . Naturwissenschaftliche Abteilung (Regensburg), 15.05.1953",1953-05-15,"Heisenberg, Werner (1901-1976)","Andersen, Karl Th. (1898-); Philosophisch-Theologische Hochschule (Regensburg). Naturwissenschaftliche Abteilung","Wildermuth, Karl (1921-2005); Schlögl, Friedrich (1917-2011); Courant, Richard (1888-1972); Bopp, Fritz (1909-1987)",Brief
DE-611-HS-3641337,"Brief von Karl Th. Andersen von Philosophisch-Theologische Hochschule . Naturwissenschaftliche Abteilung (Regensburg) an Werner Heisenberg, 12.05.1953",1953-05-12,"Andersen, Karl Th. (1898-); Philosophisch-Theologische Hochschule (Regensburg). Naturwissenschaftliche Abteilung","Heisenberg, Werner (1901-1976)","Schlögl, Friedrich (1917-2011); Wildermuth, Karl (1921-2005); Sauter, Fritz (1906-1983)",Brief
DE-611-HS-3641339,"Brief von Werner Heisenberg an Karl Wildermuth an Institut für Theoretische Physik (München), 02.05.1953",1953-05-02,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Urban, Paul (1905-1995); Lüders, Gerhart (1920-1995); Bopp, Fritz (1909-1987)",Brief
DE-611-HS-3641344,"Brief von Karl Wildermuth von Institut für Theoretische Physik (München) an Werner Heisenberg an Max-Planck-Institut für Physik, 23.04.1953",1953-04-23,"Wildermuth, Karl (1921-2005); Institut für Theoretische Physik (München)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik (1946-1958)","Urban, Paul (1905-1995); Bopp, Fritz (1909-1987)",Brief
DE-611-HS-3641350,"Brief von Karl Wildermuth an Werner Heisenberg, 07.07.1952",1952-07-07,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)","Lüders, Gerhart (1920-1995); Møller, Christian (1904-1980)",Brief
DE-611-HS-3641362,"Brief von Werner Heisenberg an Karl Wildermuth, 02.07.1952",1952-07-02,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005)","Pauli, Wolfgang (1900-1958); Møller, Christian (1904-1980)",Brief
DE-611-HS-3641374,"Brief von Karl Wildermuth an Werner Heisenberg, 07.06.1952",1952-06-07,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)","Gell-Mann, Murray (1929-2019); Giese, Annemarie; Zumino, Bruno (1923-2014)",Brief
DE-611-HS-3641380,"Brief von Karl Wildermuth an Werner Heisenberg, 02.05.1952",1952-05-02,"Wildermuth, Karl (1921-2005)","Heisenberg, Werner (1901-1976)","Zumino, Bruno (1923-2014)",Brief
DE-611-HS-3641391,"Brief von Werner Heisenberg an Karl Wildermuth, 16.01.1952",1952-01-16,"Heisenberg, Werner (1901-1976)","Wildermuth, Karl (1921-2005)","Courant, Richard (1888-1972); Zumino, Bruno (1923-2014)",Brief
DE-611-BF-80050,"513. IV. Institutionen, 1. Korrespondenz: Winterberg, Friedwart",1956,,,,unknown
DE-611-HS-3641420,"Brief von Friedwardt Winterberg von Studiengesellschaft zur Förderung der Kernenergieverwertung in Schiffbau und Schiffahrt an Werner Heisenberg, 18.05.1956",1956-05-18,"Winterberg, Friedwardt (1929-); Studiengesellschaft zur Förderung der Kernenergieverwertung in Schiffbau und Schiffahrt","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641424,"Brief von Friedwardt Winterberg an Werner Heisenberg, 28.06.1961",1961-06-28,"Winterberg, Friedwardt (1929-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641428,"Brief von Friedwardt Winterberg von Desert Research Institute an Werner Heisenberg, 23.05.1969",1969-05-23,"Winterberg, Friedwardt (1929-); Desert Research Institute","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641457,"Brief von Friedwardt Winterberg von International Centre for Theoretical Physics an Werner Heisenberg, 11.12.1967",1967-12-11,"Winterberg, Friedwardt (1929-); International Centre for Theoretical Physics","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641466,"Brief von Gerth Dorff von Hochschulverband an Werner Heisenberg, 10.11.1967",1967-11-10,"Dorff, Gerth; Hochschulverband (1950-1986)","Heisenberg, Werner (1901-1976)","Winterberg, Friedwardt (1929-)",Brief
DE-611-HS-3641470,"Brief von Gerth Dorff von Hochschulverband an Werner Heisenberg, 03.11.1967",1967-11-03,"Dorff, Gerth; Hochschulverband (1950-1986)","Heisenberg, Werner (1901-1976)","Winterberg, Friedwardt (1929-)",Brief
DE-611-HS-3641477,"Brief von Alfred Klemm von Max-Planck-Institut für Chemie an Werner Heisenberg, 12.06.1967",1967-06-12,"Klemm, Alfred (1913-2013); Max-Planck-Institut für Chemie","Heisenberg, Werner (1901-1976)","Winterberg, Friedwardt (1929-)",Brief
DE-611-HS-3641489,"Brief von Werner Heisenberg an Friedwardt Winterberg an Desert Research Institute, 19.01.1966 [mutm.]",1966-01-19,"Heisenberg, Werner (1901-1976)","Winterberg, Friedwardt (1929-); Desert Research Institute","Schlüter, Arnulf (1922-2011)",Brief
DE-611-HS-3641495,"Brief von Werner Heisenberg an Arnulf Schlüter, 1966 [mutm.]",1966,"Heisenberg, Werner (1901-1976)","Schlüter, Arnulf (1922-2011)","Winterberg, Friedwardt (1929-)",Brief
DE-611-HS-3641505,"Brief von Friedwardt Winterberg an Werner Heisenberg, 07.05.1965",1965-05-07,"Winterberg, Friedwardt (1929-)","Heisenberg, Werner (1901-1976)","Linhart, J. G.",Brief
DE-611-HS-3641649,"Brief von Werner Heisenberg an Alfred Klemm an Zeitschrift für Naturforschung, 03.07.1967",1967-07-03,"Heisenberg, Werner (1901-1976)","Klemm, Alfred (1913-2013); Zeitschrift für Naturforschung (1946-)","Winterberg, Friedwardt (1929-); Pfirsch, Dieter (1927-2004)",Brief
DE-611-HS-3641654,"Brief von Friedwardt Winterberg von Desert Research Institute an Werner Heisenberg, 12.05.1967",1967-05-12,"Winterberg, Friedwardt (1929-); Desert Research Institute","Heisenberg, Werner (1901-1976)","Schlüter, Arnulf (1922-2011)",Brief
DE-611-HS-3641660,"Brief von Friedwardt Winterberg von Desert Research Institute an Werner Heisenberg, 05.05.1967",1967-05-05,"Winterberg, Friedwardt (1929-); Desert Research Institute","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3641670,"Brief von Werner Heisenberg an Friedwardt Winterberg an Princeton University. Plasma Physics Laboratory, 03.04.1967",1967-04-03,"Heisenberg, Werner (1901-1976)","Winterberg, Friedwardt (1929-); Princeton University. Plasma Physics Laboratory","Schlüter, Arnulf (1922-2011)",Brief
